DictionaryHumanName,DimensionHumanName,LanguageCode
General Inquirer V1.02 (IV-4 Harvard Psychosocial Dictionary / NamenWirth & Weber's Lasswell Dictionary),WLTOTH,eng
General Inquirer V1.02 (IV-4 Harvard Psychosocial Dictionary / NamenWirth & Weber's Lasswell Dictionary),WLTPT,eng
General Inquirer V1.02 (IV-4 Harvard Psychosocial Dictionary / NamenWirth & Weber's Lasswell Dictionary),WLTTOT,eng
General Inquirer V1.02 (IV-4 Harvard Psychosocial Dictionary / NamenWirth & Weber's Lasswell Dictionary),WLTTRAN,eng
General Inquirer V1.02 (IV-4 Harvard Psychosocial Dictionary / NamenWirth & Weber's Lasswell Dictionary),Weak,eng
General Inquirer V1.02 (IV-4 Harvard Psychosocial Dictionary / NamenWirth & Weber's Lasswell Dictionary),Work,eng
General Inquirer V1.02 (IV-4 Harvard Psychosocial Dictionary / NamenWirth & Weber's Lasswell Dictionary),Yes,eng
General Inquirer V1.02 (IV-4 Harvard Psychosocial Dictionary / NamenWirth & Weber's Lasswell Dictionary),You,eng
Lexicoder Sentiment Dictionary,NEGATIVE,eng
Lexicoder Sentiment Dictionary,POSITIVE,eng
Lexicoder Sentiment Dictionary,NEG_NEGATIVE,eng
Lexicoder Sentiment Dictionary,NEG_POSITIVE,eng
Lexicoder Topic Dictionaries,MACROECONOMICS,eng
Lexicoder Topic Dictionaries,CIVIL_RIGHTS,eng
Lexicoder Topic Dictionaries,HEALTHCARE,eng
Lexicoder Topic Dictionaries,AGRICULTURE,eng
Lexicoder Topic Dictionaries,FORESTRY,eng
Lexicoder Topic Dictionaries,LABOUR,eng
Lexicoder Topic Dictionaries,IMMIGRATION,eng
Lexicoder Topic Dictionaries,EDUCATION,eng
Lexicoder Topic Dictionaries,ENVIRONMENT,eng
Lexicoder Topic Dictionaries,ENERGY,eng
Lexicoder Topic Dictionaries,FISHERIES,eng
Lexicoder Topic Dictionaries,TRANSPORTATION,eng
Lexicoder Topic Dictionaries,CRIME,eng
Lexicoder Topic Dictionaries,SOCIAL_WELFARE,eng
Lexicoder Topic Dictionaries,HOUSING,eng
Lexicoder Topic Dictionaries,FINANCE,eng
Lexicoder Topic Dictionaries,DEFENCE,eng
Lexicoder Topic Dictionaries,SSTC,eng
Lexicoder Topic Dictionaries,FOREIGN_TRADE,eng
Lexicoder Topic Dictionaries,INTL_AFFAIRS,eng
Lexicoder Topic Dictionaries,GOVERNMENT_OPS,eng
Lexicoder Topic Dictionaries,LAND-WATER-MANAGEMENT,eng
Lexicoder Topic Dictionaries,CULTURE,eng
Lexicoder Topic Dictionaries,PROV_LOCAL,eng
Lexicoder Topic Dictionaries,INTERGOVERNMENTAL,eng
Lexicoder Topic Dictionaries,CONSTITUTIONAL_NATL_UNITY,eng
Lexicoder Topic Dictionaries,ABORIGINAL,eng
Lexicoder Topic Dictionaries,RELIGION,eng
Linguistic Inquiry and Word Count (LIWC),Assent,eng
Linguistic Inquiry and Word Count (LIWC),Death,eng
Linguistic Inquiry and Word Count (LIWC),Religion,eng
Linguistic Inquiry and Word Count (LIWC),Money,eng
Linguistic Inquiry and Word Count (LIWC),Home,eng
Linguistic Inquiry and Word Count (LIWC),Leisure,eng
Linguistic Inquiry and Word Count (LIWC),Achievement,eng
Linguistic Inquiry and Word Count (LIWC),Work,eng
Linguistic Inquiry and Word Count (LIWC),Time,eng
Linguistic Inquiry and Word Count (LIWC),Space,eng
Linguistic Inquiry and Word Count (LIWC),Motion,eng
Linguistic Inquiry and Word Count (LIWC),Relativeness,eng
Linguistic Inquiry and Word Count (LIWC),Ingest,eng
Linguistic Inquiry and Word Count (LIWC),Sexual,eng
Linguistic Inquiry and Word Count (LIWC),Health,eng
Linguistic Inquiry and Word Count (LIWC),Body,eng
Linguistic Inquiry and Word Count (LIWC),Biology,eng
Linguistic Inquiry and Word Count (LIWC),Feel,eng
Linguistic Inquiry and Word Count (LIWC),Hear,eng
Linguistic Inquiry and Word Count (LIWC),See,eng
Linguistic Inquiry and Word Count (LIWC),Perception,eng
Linguistic Inquiry and Word Count (LIWC),Exclusion,eng
Linguistic Inquiry and Word Count (LIWC),Inclusion,eng
Linguistic Inquiry and Word Count (LIWC),Inhibition,eng
Linguistic Inquiry and Word Count (LIWC),Certain,eng
Linguistic Inquiry and Word Count (LIWC),Tentative,eng
Linguistic Inquiry and Word Count (LIWC),Discrepency,eng
Linguistic Inquiry and Word Count (LIWC),Cause,eng
Linguistic Inquiry and Word Count (LIWC),Insight,eng
Linguistic Inquiry and Word Count (LIWC),CogMech,eng
Linguistic Inquiry and Word Count (LIWC),Sad,eng
Linguistic Inquiry and Word Count (LIWC),Anger,eng
Linguistic Inquiry and Word Count (LIWC),Anxiety,eng
Linguistic Inquiry and Word Count (LIWC),NegativeEmotion,eng
Linguistic Inquiry and Word Count (LIWC),PositiveEmotion,eng
Linguistic Inquiry and Word Count (LIWC),Affect,eng
Linguistic Inquiry and Word Count (LIWC),Humans,eng
Linguistic Inquiry and Word Count (LIWC),Friends,eng
Linguistic Inquiry and Word Count (LIWC),Family,eng
Linguistic Inquiry and Word Count (LIWC),Social,eng
Linguistic Inquiry and Word Count (LIWC),Swear,eng
Linguistic Inquiry and Word Count (LIWC),Numbers,eng
Linguistic Inquiry and Word Count (LIWC),Quant,eng
Linguistic Inquiry and Word Count (LIWC),Negate,eng
Linguistic Inquiry and Word Count (LIWC),Conj,eng
Linguistic Inquiry and Word Count (LIWC),Prep,eng
Linguistic Inquiry and Word Count (LIWC),Adverbs,eng
Linguistic Inquiry and Word Count (LIWC),Future,eng
Linguistic Inquiry and Word Count (LIWC),Present,eng
Linguistic Inquiry and Word Count (LIWC),Past,eng
Linguistic Inquiry and Word Count (LIWC),AuxVb,eng
Linguistic Inquiry and Word Count (LIWC),Verbs,eng
Linguistic Inquiry and Word Count (LIWC),Article,eng
Linguistic Inquiry and Word Count (LIWC),IPron,eng
Linguistic Inquiry and Word Count (LIWC),They,eng
Linguistic Inquiry and Word Count (LIWC),SheHe,eng
Linguistic Inquiry and Word Count (LIWC),You,eng
Linguistic Inquiry and Word Count (LIWC),We,eng
Linguistic Inquiry and Word Count (LIWC),I,eng
Linguistic Inquiry and Word Count (LIWC),PersonalPron,eng
Linguistic Inquiry and Word Count (LIWC),Pronoun,eng
Linguistic Inquiry and Word Count (LIWC),Funct,eng
Loughran and McDonald Financial Sentiment Dictionaries,Litigious,eng
Loughran and McDonald Financial Sentiment Dictionaries,ModalStrong,eng
Loughran and McDonald Financial Sentiment Dictionaries,ModalWeak,eng
Loughran and McDonald Financial Sentiment Dictionaries,Negative,eng
Loughran and McDonald Financial Sentiment Dictionaries,Positive,eng
Loughran and McDonald Financial Sentiment Dictionaries,Uncertainty,eng
Opinion Observer,Negative,eng
Opinion Observer,Positive,eng
Regressive Imagery Dictionary,EMOTIONS/AFFECTION,eng
Regressive Imagery Dictionary,EMOTIONS/AGGRESSION,eng
Regressive Imagery Dictionary,EMOTIONS/ANXIETY,eng
Regressive Imagery Dictionary,EMOTIONS/EXPRESSIVE_BEH,eng
Regressive Imagery Dictionary,EMOTIONS/GLORY,eng
Regressive Imagery Dictionary,EMOTIONS/POSITIVE_AFFECT,eng
Regressive Imagery Dictionary,EMOTIONS/SADNESS,eng
Regressive Imagery Dictionary,PRIMARY/DEFENSIVE_SYMBOL/CHAOS,eng
Regressive Imagery Dictionary,PRIMARY/DEFENSIVE_SYMBOL/DIFFUSION,eng
Regressive Imagery Dictionary,PRIMARY/DEFENSIVE_SYMBOL/PASSIVITY,eng
Regressive Imagery Dictionary,PRIMARY/DEFENSIVE_SYMBOL/RANDOM MOVEMENT,eng
Regressive Imagery Dictionary,PRIMARY/DEFENSIVE_SYMBOL/VOYAGE,eng
Regressive Imagery Dictionary,PRIMARY/ICARIAN_IM/ASCEND,eng
Regressive Imagery Dictionary,PRIMARY/ICARIAN_IM/DEPTH,eng
Regressive Imagery Dictionary,PRIMARY/ICARIAN_IM/DESCENT,eng
Regressive Imagery Dictionary,PRIMARY/ICARIAN_IM/FIRE,eng
Regressive Imagery Dictionary,PRIMARY/ICARIAN_IM/HEIGHT,eng
Regressive Imagery Dictionary,PRIMARY/ICARIAN_IM/WATER,eng
Regressive Imagery Dictionary,PRIMARY/NEED/ANALITY,eng
Regressive Imagery Dictionary,PRIMARY/NEED/ORALITY,eng
Regressive Imagery Dictionary,PRIMARY/NEED/SEX,eng
Regressive Imagery Dictionary,PRIMARY/REGR_KNOL/BRINK-PASSAGE,eng
Regressive Imagery Dictionary,PRIMARY/REGR_KNOL/CONCRETENESS,eng
Regressive Imagery Dictionary,PRIMARY/REGR_KNOL/CONSCIOUS,eng
Regressive Imagery Dictionary,PRIMARY/REGR_KNOL/NARCISSISM,eng
Regressive Imagery Dictionary,PRIMARY/REGR_KNOL/TIMELESSNESS,eng
Regressive Imagery Dictionary,PRIMARY/REGR_KNOL/UNKNOW,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/COLD,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/GEN_SENSATION,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/HARD,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/ODOR,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/SOFT,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/SOUND,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/TASTE,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/TOUCH,eng
Regressive Imagery Dictionary,PRIMARY/SENSATION/VISION,eng
Regressive Imagery Dictionary,SECONDARY/ABSTRACT_THOUGHT,eng
Regressive Imagery Dictionary,SECONDARY/INSTRU_BEHAVIOR,eng
Regressive Imagery Dictionary,SECONDARY/MORAL_IMPERATIVE,eng
Regressive Imagery Dictionary,SECONDARY/ORDER,eng
Regressive Imagery Dictionary,SECONDARY/RESTRAINT,eng
Regressive Imagery Dictionary,SECONDARY/SOCIAL_BEHAVIOR,eng
Regressive Imagery Dictionary,SECONDARY/TEMPORAL_REPERE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.1 EXISTENCE/1.1.1 BEING ABSTRACT/1 EXISTENCE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.1 EXISTENCE/1.1.1 BEING ABSTRACT/2 INEXISTENCE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.1 EXISTENCE/1.1.2 BEING CONCRETE/3 SUBSTANTIALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.1 EXISTENCE/1.1.2 BEING CONCRETE/4 UNSUBSTANTIALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.1 EXISTENCE/1.1.3 FORMAL EXISTENCE/1.1.3.1 INTERNAL CONDITIONS/5 INTRINSICALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.1 EXISTENCE/1.1.3 FORMAL EXISTENCE/1.1.3.2 EXTERNAL CONDITIONS/6 EXTRINSICALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.1 EXISTENCE/1.1.4 MODAL EXISTENCE/7 ABSOLUTE/STATE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.1 EXISTENCE/1.1.4 MODAL EXISTENCE/8 RELATIVE/CIRCUMSTANCE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.1 ABSOLUTE RELATION/10 IRRELATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.1 ABSOLUTE RELATION/11 CONSANGUINITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.1 ABSOLUTE RELATION/12 CORRELATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.1 ABSOLUTE RELATION/13 IDENTITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.1 ABSOLUTE RELATION/14 CONTRARIETY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.1 ABSOLUTE RELATION/15 DIFFERENCE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.1 ABSOLUTE RELATION/9 RELATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.2 CONTINUOUS RELATION/16 UNIFORMITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.2 CONTINUOUS RELATION/17 NON-UNIFORMITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.3 PARTIAL RELATION/18 SIMILARITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.3 PARTIAL RELATION/19 DISSIMILARITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.3 PARTIAL RELATION/20 IMITATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.3 PARTIAL RELATION/21 NON-IMITATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.3 PARTIAL RELATION/22 VARIATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.3 PARTIAL RELATION/23 COPY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.3 PARTIAL RELATION/24 PROTOTYPE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.4 GENERAL RELATION/25 AGREEMENT,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.2 RELATION/1.2.4 GENERAL RELATION/26 DISAGREEMENT,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.1 SIMPLE QUANTITY/27 QUANTITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.1 SIMPLE QUANTITY/28 DEGREE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.1 COMPARISON GENERAL/29 EQUALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.1 COMPARISON GENERAL/30 INEQUALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.1 COMPARISON GENERAL/31 MEAN,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.1 COMPARISON GENERAL/32 COMPENSATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.2 COMPARISON WITH STANDARD/33 GREATNESS,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.2 COMPARISON WITH STANDARD/34 SMALLNESS,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.3 COMPARISON WITH SIMILAR/35 SUPERIORITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.3 COMPARISON WITH SIMILAR/36 INFERIORITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.4 CHANGES IN QUANTITY/37 INCREASE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.2 COMPARATIVE QUANTITY/1.3.2.4 CHANGES IN QUANTITY/38 DECREASE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/39 ADDITION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/40 SUBTRACTION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/41 ADJUNCT,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/42 REMAINDER,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/43 DECREMENT,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/44 MIXTURE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/45 SIMPLENESS,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/46 JUNCTION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/47 DISJUNCTION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/48 CONNECTION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/49 COHERENCE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/50 INCOHERENCE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/51 COMBINATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.3 CONJUNCTIVE QUANTITY/52 DECOMPOSITION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.4 CONCRETE QUANTITY/53 WHOLE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.4 CONCRETE QUANTITY/54 PART,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.4 CONCRETE QUANTITY/55 3 COMPLETENESS,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.4 CONCRETE QUANTITY/56 INCOMPLETENESS,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.4 CONCRETE QUANTITY/57 COMPOSITION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.4 CONCRETE QUANTITY/58 EXCLUSION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.4 CONCRETE QUANTITY/59 COMPONENT,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.3 QUANTITY/1.3.4 CONCRETE QUANTITY/60 EXTRANEOUSNESS,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.1 ORDER GENERAL/61 ORDER,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.1 ORDER GENERAL/62 DISORDER,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.1 ORDER GENERAL/63 COMPLEXITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.1 ORDER GENERAL/64 ARRANGEMENT,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.1 ORDER GENERAL/65 DERANGEMENT,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/66 PRECEDENCE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/67 SEQUENCE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/68 PRECURSOR,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/69 SEQUEL,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/70 BEGINNING,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/71 END,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/72 MIDDLE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/73 CONTINUITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/74 DISCONTINUITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.2 CONSECUTIVE ORDER/75 TERM,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.3 COLLECTIVE ORDER/76 ASSEMBLAGE,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.3 COLLECTIVE ORDER/77 DISPERSION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.3 COLLECTIVE ORDER/78 FOCUS,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.4 DISTRIBUTIVE ORDER/79 CLASS,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.4 DISTRIBUTIVE ORDER/80 INCLUSION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.4 DISTRIBUTIVE ORDER/81 EXCLUSION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.4 DISTRIBUTIVE ORDER/82 GENERALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.4 DISTRIBUTIVE ORDER/83 SPECIALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.5 CATEGORICAL ORDER/84 NORMALITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.5 CATEGORICAL ORDER/85 MULTIFORMITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.5 CATEGORICAL ORDER/86 CONFORMITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.4 ORDER/1.4.5 CATEGORICAL ORDER/87 UNCONFORMITY,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.5 NUMBER/1.5.1 NUMBER IN THE ABSTRACT/88 NUMBER,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.5 NUMBER/1.5.1 NUMBER IN THE ABSTRACT/89 NUMERATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.5 NUMBER/1.5.1 NUMBER IN THE ABSTRACT/90 LIST,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.5 NUMBER/1.5.2 DETERMINATE NUMBER/100 QUADRUPLICATION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.5 NUMBER/1.5.2 DETERMINATE NUMBER/101 QUADRISECTION,eng
Roget's Thesaurus 1911 Edition,CLASS I - ABSTRACT RELATIONS/1.5 NUMBER/1.5.2 DETERMINATE NUMBER/102 FIVE AND OVER,eng
